name,platform,platform1,user_rating,critic_rating,release_date,summary,description,metacritic
Grand Theft Auto IV,PlayStation 3,PS3,7.9,98,"April 29, 2008","[Metacritic's 2008 PS3 Game of the Year; Also known as ""GTA IV""]  What does the American Dream mean today? For Niko Belic, fresh off the boat from Europe. It's the hope he can escape his past. For his cousin, Roman, it is the vision that together they can find fortune in Liberty City, gateway to the land of opportunity. As they slip into debt and are dragged into a criminal underworld by a series of shysters, thieves and sociopaths, they discover that the reality is very different from the dream in a city that worships money and status, and is heaven for those who have them an a living nightmare for those who don't. [Rockstar Games]","<p>Every crime story is a story of a search for success. The player will become Niko Bellic, immigrant arriving at the Liberty City to reunite with his cousin Roman and find the man that betrayed him and his army unit fifteen years prior to the events of the game. While protecting his cousin, Niko has to deal with loan sharks, Russian mobsters, and other gangs. After the third game, GTA brought more realism to the player, in order to make the city and its people look more believable. Street vendors on every corner will sell food that replenishes health, bars with playable dart boards, bowling alleys and even comedy clubs and movie theatres. Open world will allow players not only hang out with important NPC in order to receive bonuses and unlocks but taking girls on the dates as well, to help Niko settle. Multiplayer mode allows up to 32 players to explore the copy of the single-player city and initiate multiplayer activities, like races or Deathmatches.</p>",95
LittleBigPlanet,PlayStation 3,PS3,6.8,95,"October 27, 2008","In LittleBigPlanet Players meet on a blue and green planet scattered with individual plots – and use their character's amazing abilities to play, create and share what they build with other gamers throughout the world via the Playstation Network. The LittleBigPlanet experience starts with players learning about their character’s powers to interact physically with the environment. There are places to explore, creative resources to collect and puzzles to solve – all requiring a combination of brains and collaborative teamwork. As soon as players begin their creative skills will grow and they will soon be ready to start creating and modifying their surroundings – the first step to sharing them with the whole community.Characters have the power to move anything in this glued and stitched-together 3D landscape; they have the power to design, shape and build both objects and entire locations for others to view and play. There’s no complicated level editor; all of these skills can be learned by simply playing the game. Creativity is part of the gameplay experience and playing is part of the creative experience. Players can make their world as open or as secretive to explore as they like. When it’s ready, they can invite anyone within the LittleBigPlanet community to come and explore their patch – or can go and explore everybody else's. [SCEA]","<p>LPB is a pseudo-3d puzzler-platformer exclusive for consoles from Sony Computer Entertainment. It was developed by British Media Molecule studio who before LPB developed only one semi-experimental game Ragdoll Kung-Fu. The game tells a story about the adventures of Sackboy, but there is no actual plot to follow in the game. The main focus is on the gameplay.</p>
<p>The game bets on user-generated-content and invites everyone to add something of their own to it. Each new level is a new story, and the ability to create your own levels with the built-in editor greatly increases the time spent playing. You can go through the game alone or with your friends: on one console or using online services.</p>
<p>In addition to the level editor, players can customize the Sackboy to their taste. In the creation of costumes for the main character of the game participated other developers: for example, Supermassive Games, Fireproof Games, Tarsier Studios.</p>",95
World of Goo,Wii,0,8.7,94,"October 13, 2008","[WiiWare]  World of Goo is a physics based puzzle / construction game. The millions of Goo Balls that live in the beautiful World of Goo don't know that they are in a game, or that they are extremely delicious. [2D Boy]","<p>World of Goo is a physical construction puzzle.</p>
<p>The gameplay consists of creating different shapes of goo balls. In total, the game has 47 levels. And, what is remarkable, each level has stylized visual and musical themes, what gives the game a unique atmosphere.</p>
<p>There is another bonus level called World of Goo Corporation. Its essence is to build high towers with the help of extra balls goo, which the player managed to collect during the passage of the other levels.</p>
<p>The primary goal of the game is to bring the required number of goo balls to the pipe which is the exit. To do this, the player must use the goo balls to build various structures such as towers and bridges, to overcome gravity in different places such as dungeons, hills, abysses or rocks. There are several types of goo balls, each of which has unique properties. The player must combine them to complete each level.</p>",90
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,PS3,8.8,94,"June 12, 2008","Metal Gear Solid 4: Guns of the Patriots features an aging and exhausted Solid Snake in the middle of a futuristic battlefield. In spite of his failing body, Snake is equipped with a crucial new device tentatively known as ""OctoCamo,"" a high-tech suit that dynamically transforms its texture based on Snake's surroundings. This revolutionary new gameplay mechanic allows him to seamlessly blend into the environment, providing him with the means to stalk his enemies like never before. This latest chapter in Hideo Kojima's legendary tactical espionage actin series marks the return of several characters from previous Metal Gear Solid games including Revolver Ocelot, Meryl Silverburgh, Naomi Hunter and Raiden, and features an unforgettable story that depicts the desperate state of the future as seen through the eyes of an older Solid Snake. [Konami]","<p>Metal Gear Solid 4: Guns of the Patriots is a stealth-action third-person game developed by Kojima Productions. It is the fourth major installment in the series. It was marketed as the last game in the series. </p>
<h3>Plot</h3>
<p>Nine years have passed after the infamous Shadow Moses incident. The world is torn apart by local conflicts. Nations hire private military corporations instead of having their own armies. The  War Economy emerges with the Sons Of the Patriots system controlling the PMCs. Soldiers are infused with nanomachines that control their behavior on the battlefield, and the weapons are ID-locked. Liquid Ocelot sets out to hijack the system to use in his own interests. Solid Snake grows old rapidly and gets ready for his last mission in order to kill Liquid and save the world once again.</p>
<h3>Gameplay</h3>
<p>Snake is proficient in Close quarters combat and stealth infiltration. Players are deployed on the battlefield with a wide arrange of gadgets at their disposal, such as the OctoCamo that allows for replicating any surface the player is close to or a Solid Eye that serves as the game&#39;s HUD. It is essential to keep an eye on Snake&#39;s stress level. As the protagonist&#39;s stress level increases, it gets harder to aim, Snake suffers more damage, and it is easier to get knocked out in hand-to-hand combat.</p>
<p>A VR mode is also present in the game where players can learn about the weapons they can use and master the CQC.</p>",94
Super Smash Bros. Brawl,Wii,0,8.8,93,"March 9, 2008","[Metacritic's 2008 Wii Game of the Year]  Super Smash Bros. Brawl is the next installment in the Smash Bros. series for the company's Wii console. Among the new characters playable in the game are Meta Knight, the sword-wielding nemesis of Kirby; Pit, the angelic archer from Kid Icarus; Zero Suit Samus, the powerful Metroid series heroine minus her versatile armor; and Wario, who demonstrates a noxious attack of gastronomic proportions. Also Snake, the gritty soldier from Konami's hugely popular Metal Gear series. [Nintendo]","<p>Super Smash Bros. Brawl is a crossover platform fighting game for the Nintendo Wii published by Nintendo in 2008 and the third entry in the Super Smash Bros. series. It was developed by an ad hoc development team consisting of staff from Sora Ltd, GAME ARTS, Monolith Soft, HAL Laboratory and Paon.</p>
<p>Like the two precedent instalments, the game features characters, locations and items from various Nintendo video game franchises such as Mario, The Legend of Zelda or Kirby. However, Brawl is the first game to include characters from third-party franchises, such as Sonic the Hedgehog or Solid Snake from the Metal Gear series. </p>
<p>The Smash Bros. series is notable among fighting games for its unorthodox gameplay. A game takes place on a stage that could be compared to a platform game level. Instead of a health bar, damage is represented by a percentage. When a player hits another, the victim&#39;s percentage increases. The higher the percentage, the further a player will be knocked away when hit. The goal is to knock other players out of the screen using a varied set of moves. Two to four players can fight at the same time, either in a free-for-all match or a team battle. Special rulesets also allow for different win conditions.</p>
<p>Items randomly appear around the stage and can be picked up and used by fighters to aid in combat. These include food that heals the user, various weapons such as laser swords or firework launchers, or even Pokéballs containing powerful Pokémon. Brawl also introduces Assist Trophies, items that allow one to summon characters from various franchises to fight for them temporarily, as well as Smash Balls, which, when broken, allow a fighter to unleash their ultimate attack on their opponents. The game also supports custom rulesets, allowing players to disable items if they wish.</p>
<p>Brawl is the first game in the series to include a complete single-player story campaign, named the Subspace Emissary. It features all the playable characters in the midst of a conflict against a mysterious entity looking to collect pieces of their world for an unknown reason. The player fights hoards of enemies throughout a multitude of platforming levels. It was also the first game to allow online play with friends or random players. This feature is no longer available due to the discontinuation of the Wii&#39;s online service in May 2014</p>
<p>Super Smash Bros. Brawl was praised by the critic for its fun and easy to learn gameplay, its sheer density and the attention put into the representation of its featured franchises. However, it left many fans of the series, particularly its competitive aspect, disappointed. The changes made to the gameplay from Melee considerably slowed the pace of the game and severe balance issues existed, which resulted in the game&#39;s competitive scene becoming inactive early in its life. To fix these issues, players resorted to modding. Among the various mods that were created was Project M, a mod that, at first, aimed to make Brawl feel more like its predecessor Melee, and later grew to become much more distinct from any game in the series. Project M gathered a decently sized competitive scene to the point where it was played at major tournaments along with the official games, but its development eventually shut down in 2015.</p>
<p>Despite this, Brawl is the eight best-selling game on the Wii, having sold 13.29 million units as of March 2018. It is often considered to be the best Smash Bros. game for casual play or single-player.</p>",93
Braid,Xbox 360,#N/A,8.5,93,"August 6, 2008","[Xbox Live Arcade]  Braid is a puzzle-platformer, drawn in a painterly style, where the player manipulates the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. In each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. The time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more. Braid treats your time and attention as precious; there is no filler in this game. Every puzzle shows you something new and interesting about the game world. Braid is a 2-D platform game where you can never die and never lose. Despite this, Braid is challengingâ??but the challenge is about solving puzzles, rather than forcing you to replay tricky jumps. Travel through a series of worlds searching for puzzle pieces, then solving puzzles by manipulating time: rewinding, creating parallel universes, setting up pockets of dilated time. The gameplay feels fresh and new; the puzzles are meant to inspire new ways of thinking. [Microsoft]","<p>Braid is a traditional platform game with puzzle solving. The story follows the main character Tim on his way through twisted 2D levels. According to the storyline, Tim’s aim is to rescue the princess from a monster. In the course of the completion, players will be able to get some additional information about the protagonist’s relationship with the princess. Players control the protagonist as he climbs platforms, jumps on the enemies to defeat them and to collect keys to hidden quests and mosaic parts. Players have to lead Tim through 6 worlds, each based on an intriguing time mechanic, as Tim features the ability to rewind the original pace of time. For example, Time and Forgiveness world allows respawning Tim after his death by switching time back. To attend the last level, Tim must assemble the mosaic. The story ends in the world simply called “1”, where time flows in reverse and returns to the normal pace by rewinding. The last room of the final world contains Tim’s meeting with the princess, but, due to the time pace turned back, players face some unpredictable twists of the plot.</p>",92
Fallout 3,Xbox 360,#N/A,8.5,93,"October 28, 2008","Vault-Tec engineers have worked around the clock on an interactive reproduction of Wasteland life for you to enjoy from the comfort of your own vault. Included is an expansive world, unique combat, shockingly realistic visuals, tons of player choice, and an incredible cast of dynamic characters. Every minute is a fight for survival against the terrors of the outside world – radiation, Super Mutants, and hostile mutated creatures. From Vault-Tec, America's First Choice in Post Nuclear Simulation. Vault 101 - Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth. [Bethesda Softworks]","<p>Fallout 3 is a legendary action RPG, which continues the Fallout franchise. Players dive into the events held 36 years after Fallout 2&#39;s ending. The game is set in the post-apocalyptic open world known as the “Capital Wasteland.” According to the storyline, by 2277, the whole familiar world finds itself devastated. The cataclysm is the consequence of the nuclear war of 2077 between USA and China. The only people left on Earth are lucky ones, who managed to stay alive on the surface, and those, who made their way to the warehouses provided by Vaul-Tech (like the main character). In the very beginning, the protagonist wakes up inside the Vault 101. His only aim is to find his father who left the warehouse some time ago. On his way, he will contact other survivors (both gangs and singles) and explore entire restoring areas of Washington D.C., Northern Virginia, and Maryland. The game offers countless progress opportunities, so the gameplay is overloaded with various features including types of customization, numerous conversations with NPC’s, side quests – everything that an average player is going to face.</p>",91
Gears of War 2,Xbox 360,#N/A,7.9,93,"November 7, 2008","Gears of War 2 builds upon the gameplay of the first title in every way. First, the scope of the action is bigger: new characters, more weapons, nastier enemies, bigger vehicles, and grander locales offer more action, more emotion, and more thrills. Next, every major aspect of the game has been refined to create heightened, more immersive experiences. Finally, the overall tone of Gears of War 2 is more badass: replete with new weapon-specific executions, chainsaw duels, and shocking boss fights. Gears of War 2 raises the graphics bar for next-generation games through its breathtaking visual effects, which are made possible through advances in Unreal Engine 3. New visual effects include ambient occlusion, dynamic shadows, improved character lighting, the ability to render hundreds of on-screen characters simultaneously, improved water physics, additional blood and bullet decals, advanced destructible environments, new weather effects, and the introduction of fluid objects. When combined with the sweeping vistas and evocative locales in the world of Sera where the Gears of War 2 story unfolds, these additions help make this the most gorgeous game available this generation. Gears of War 2 continues to push deep, immersive storytelling in video games to greater heights. Humanity's epic battle for survival is felt on both the personal and epic levels as you explore multiple story arcs that introduce new characters and flesh out the histories of familiar ones. A new in-game conversational camera system also helps bring the compelling story to life in a cinematic fashion. [Microsoft]","<p>Continuation of the history of Marcus Phoenix, a soldier guarding the exoplanet Sera. the game is also a representative of the genre of military sci-fi, gameplay, it&#39;s a third-person shooter from the same developers. The game is famous for its signature assault-rifle with a chainsaw attached.</p>
<p>The second part of the COG troops continues to fight against The Locust Horde, which wants to destroy all the cities of people on the planet. This time, the main events unfold in the territory of The Horde: Delta Squad led by Marcus Phoenix, sent to the very abyss of the enemy rear. The plot campaign can be held alone or in a cooperative mode: the second player takes control of the best friend of Marcus Dominic Santiago.</p>
<p>The game almost did not change its mechanics, new ones were added to the existing multiplayer modes: five to five battles between humans and aliens and The Horde mode, in which players need to stand in front of the constantly growing forces of the rival.</p>",93
Uncharted 2: Among Thieves,PlayStation 3,PS3,8.8,96,"October 13, 2009","Fortune hunter Nathan Drake returns in Uncharted 2: Among Thieves, a third-person action-adventure/shooter created by award-winning developer Naughty Dog. Down on his luck, Drake is lured back into the treacherous world of thieves and mercenary treasure-seekers he had sought to leave behind. When a mysterious artifact propels Drake on an expedition to find the legendary Himalayan valley of Shambhala, he finds himself embroiled in a dangerous game of cat-and-mouse against a fugitive war criminal who’s after more than just the fabled riches of the lost city. Caught in a web of deception and plunged into an increasingly deadly pursuit that tests the limits of his endurance, Drake will be forced to risk everything - but has his luck finally run out? [SCEA]","<p>In Uncharted 2, as in the other Uncharted games, the hero is the adventurer and hidden treasure seeker Nathan Drake. Riddles are no less important part of the gameplay than fights, chases and travels through exotic landscapes and hard-to-reach places.<br />
Drake is well prepared for all this. He is provided with ammunition - he picks them up from the corpses of killed enemies, ably uses shelters, can run, climb, jump, kill with one blow and fight in hand-to-hand combat.<br />
In Uncharted 2 you can find 101 treasures. Some treasures lie almost in sight, others will have to run. Treasures can be sold, and money can be spent on bonus content. Multiplayer mode allows you to play up to 3 people at a time - this is if players follow the adventure story of the game and solve problems together. There are also battle modes, where up to 10 people can participate simultaneously. There are several combat modes, they differ in their objectives and in some ways.</p>",96
Call of Duty: Modern Warfare 2,PlayStation 3,PS3,6.8,94,"November 10, 2009","Modern Warfare 2 continues the gripping and heart-racing action as players face off against a new threat dedicated to bringing the world to the brink of collapse. An entirely new gameplay mode which supports 2-player co-operative play online that is unique from the single player story campaign. Special Ops pits players into a gauntlet of time-trial and objective-based missions. Rank-up as players unlock new Special Ops missions, each more difficult. Missions include highlights from the single player campaign, fan favorites from Call of Duty 4: Modern Warfare and all new, exclusive missions. Setting a new bar for online multiplayer, Modern Warfare 2 multiplayer delivers new capabilities, customization, gamestates and modes, including: Create-a-Class Evolved. Secondary Weapons - Machine Pistols, Shotguns, Handguns, Launchers. Riot Shields. Equipment - Throwing Knives, Blast Shield, Tactical Insertion. Perk Upgrades. Bling (Dual Attachments). Customizable Killstreaks - AC130, Sentry Gun, Predator Missile, Counter-UAV, Care Package. Accolades (Post match reports). [Activision]","<p>Continuation of the sensational first-person shooter from Infinity Ward and Activision. It is rather difficult to maintain a high level of games every year, but it worked out in the sixth part of the series. The game continues the storyline of the previous part.</p>
<p>The game consists of numerous fast-paced gunfights. Classic hit points are not here anymore - after receiving damage, the player only needs to sit tight in safety waiting for health to come back. There are three game modes: the story campaign, multiplayer and Spec Ops. </p>
<p>If there are almost no changes in the campaign, and this is the same linear story, the Spec Ops includes 23 new levels for single or cooperative completion. Each level is a new task, a new challenge whether it is the defusing a bomb or the elimination of enemy forces. Levels are divided into tiers by their complexity.</p>
<p>As in any other game of the series, the multiplayer in Modern Warfare 2 takes a special place. Each match is a mission, for which you need to come up with new strategies to complete. As in the past, new weapons and perks are opened for the execution of tasks.</p>",86
Street Fighter IV,PlayStation 3,PS3,7.4,94,"February 17, 2009","Street Fighter IV features a mix of returning favourites such as Ryu, Ken, Chun-Li and Guile along with new characters created exclusively for this game such as Crimson Viper, Abel, El Fuerte, and Rufus. Characters and environments are rendered in high definition 3D, while the game is played in the classic Street Fighter 2D perspective with additional 3D camera flourishes. Six-button controls for the game return, with a host of new special moves and features integrated into the input system. Street Fighter IV also incorporates state of the art online match making and worldwide online gameplay. Mixing classic genre-defining game mechanics the franchise is known and loved for with all-new, never-before-seen gameplay systems, Street Fighter IV brings a brand new fighting game to fans the world over. With the inclusion of Capcom's latest advancements in new generation technology, Street Fighter IV promises to deliver an extraordinary experience that will re-introduce the world to the time-honoured art of virtual martial arts. New special moves that go beyond any Street Fighter fan's wildest imagination, including Focus attacks, Super Combos, and the revenged-fueled Ultra Combo system. Classic Street Fighter characters recreated for a new generation of gamers, including the original cast of Street Fighter II. New brawlers: female super-spy Crimson Viper, lucha libre wrestler El Fuerte, mixed martial artist Abel and more. New gameplay elements provide new challenges for both newcomers and the most seasoned Street Fighter pro. Online gameplay features, including instantaneous online challenges, versus mode, tournament mode, and world wide online gameplay. [Capcom]","<p>STREET FIGHTER IV is a fighting game, the fourth main installment in Capcom’s Street Fighter series.  </p>
<h3>Plot</h3>
<p>Storywise the game is a sequel to Street Fighter II and prequel to Street Fighter III. The S.I.N corporation begins a new tournament for the best fighters from all over the world. Although each participant has its reason to take part in the tournament, the S.I.N’s motivation behind it is to collect necessary data from fighters to complete a bio-weapon project BLECE.  </p>
<h3>Gameplay</h3>
<p>Like most other games in series, Street Fighter IV is a 2D fighting with one-on-one fights between various characters with unique fighting styles and supernatural abilities. The core gameplay is very reminiscent to that of the Street Fighter II, but the game adds many new mechanics, gameplay elements as well as new characters, stages, game modes. The two main gameplay innovations in SFIV are Focus Attacks and Ultra Combos. Focus Attacks are chargeable attacks that can knock down an opponent. It can also absorb one opponent’s strike which gives a new layer to the game combat and makes gameplay less combo-based and more focused on reading the opponent’s moves and fast reactions. Super Combo gauge returns for previous games and allows the player to perform more powerful versions of character’s special attacks. The new Ultra Combo system fills a special Ultra Combo gauge with each hit laid on your character and allows you to unleash a string of powerful attacks on the enemy.</p>",91
Grand Theft Auto: Chinatown Wars,DS,DS,8.3,93,"March 17, 2009","Grand Theft Auto: Chinatown Wars is an entirely original entry into the critically acclaimed Grand Theft Auto series, and brings a new level of interactivity to its sprawling open environments. With the use of the DS touch screen, players navigate their way through the streets as they uncover the truth behind an epic tale of crime and corruption within the Triad crime syndicate, delivering the unprecedented amount of depth that has become a true trademark of the franchise.","<p>Left For Dead In The Worst Place In America<br />
Following his father’s murder, Huang Lee has a simple mission: deliver an ancient sword to his Uncle Kenny to ensure his family retains control of the Triad gangs of Liberty City. Huang is a spoiled rich kid who expects everything to run smoothly, but his trip does not go exactly as planned. After being robbed and left to die, he will search for honor, riches and revenge in the most dangerous and morally bankrupt city in the world.<br />
Retired Features:  Rockstar Games Social Club features and unlocks for Chinatown Wars will no longer be available as of 5/31/14.<br />
Software subject to license (us.playstation.com/softwarelicense).  Online activity subject to Terms of Services and User Agreement (www.sonyenteretainmentnetwork.com/terms-of-service).<br />
Use of this software subject to license in game manual &amp; online at rockstargames.com/eula.  Non-transferable access to special features such as exclusive, unlockable, downloadable or online content, services, or functions may require single-use serial code, additional fee, internet connection, and/or online account registration (13+). Special features may not be available to all users and may on 30 days notice be terminated, modified, or offered under different terms.<br />
This videogame is fictional, doesn’t depict any actual event, person, or entity any similarities are coincidental.  We don’t endorse or encourage any conduct depicted.  Unauthorized copying, reverse engineering, transmission, public performance, rental, pay for play, or circumvention of copy protection is prohibited.</p>",90
Flipnote Studio,DS,DS,7.6,93,"August 12, 2009","[DSiWare]  Let your inner artist loose with Flipnote Studio, an easy to use and surprisingly powerful animation application. Create Flipnotes by using the stylus to write letters and draw pictures, capture sounds using the microphone, and even insert photos captured with the Nintendo DSi Camera. Save a Flipnote with multiple pages that run successively and you've just made an animated Flipnote that works like a flip book! And if you feel like sharing your masterpiece, send it to your Flipnote friends or, if you are a registered Hatena.com user, release it via Flipnote Hatena, an online service run by Japanese Web-service provider Hatena. With such a large set of tools available, you’ll quickly find that there are many ways to enjoy Flipnote Studio. [Nintendo]","<p>
      Let your inner artist loose with Flipnote Studio, an easy to use and 
      surprisingly powerful animation application. Create Flipnotes by using 
      the stylus to write letters and draw pictures, capture sounds using the 
      microphone, and even insert photos captured with the Nintendo DSi 
      Camera. Save a Flipnote with multiple pages that run successively and 
      you’ve just made an animated Flipnote that works like a flip book! And 
      if you feel like sharing your masterpiece, send it to your Flipnote 
      friends or, if you are a registered Hatena.com user, release it via 
      Flipnote Hatena, an online service run by Japanese Web-service provider 
      Hatena. With such a large set of tools available, you’ll quickly find 
      that there are many ways to enjoy Flipnote Studio!
    </p><p>
      &gt; 
      View sample flipnotes from various artists at flipnote.hatena.com 
    </p><p>
      *Flipnote Studio cannot be transferred to the Nintendo 3DS 
      system. Nintendo will be developing a similar application for the 
      Nintendo 3DS.
    </p><p>
      As of May 20, 2014, the Nintendo Wi-Fi Connection service for Nintendo 
      DSi and Wii systems has been retired. Online features of this game are 
      no longer available after this date but this game still provides an 
      entertaining experience in offline mode.
    </p><p>
      To learn more about this service change, please visit To learn more 
      about this service change, please visit support.nintendo.com/servicesupdate.
    </p>",
Forza Motorsport 3,Xbox 360,#N/A,8.1,92,"October 27, 2009","Whether it's an exotic sports car like the new Audi R8 V10, a classic American muscle car such as the Ford GT, or a hot Asian import such as the Nissan 370Z, everyone has a dream car. The game makes it possible for everyone to experience the thrill of owning the world's most exotic and exquisite cars. Live the most realistic racing experience ever as you take the wheel of more than 400 of the most-beloved cars on over 100 renowned real-world tracks and exotic road courses from around the globe. With breathtaking HD graphics and the most advanced vehicle performance modeling in a video game, Forza Motorsport 3 includes a host of driving assists and adjustable skill levels to make the game a gripping pick-up-and-play experience for audiences of all ages and skill levels. [Microsoft]","<p>Forza Motorsport 3 is an auto simulator game developed by Turn 10 Studios. It is the third game in the Forza Motorsport franchize.</p>
<h3>Gameplay</h3>
<p>The main game mode is Season Play. The players are given three events to choose from, which consist of three to five races at the beginning of the game. On the last day of the second week, a championship takes place. Each season has more and more season races. </p>
<p>Forza Motorsport 3 has a car class system that depends on the Performance Index. 11 performance classes are present in the game. Performance Index is calculated by evaluating the car&#39;s base stats, such as Speed, Handling, Acceleration, Launch, and braking. The Performance Index can be increased by buying car upgrades or decreased if the car&#39;s weight gets bigger or the players decide to switch the drivetrain.</p>
<p>The players can create completely custom designs of their vehicles and later upload them to the internet. It is even possible to record videos through the in-game photo mode and upload them to the Forza Motorsport 3 website. </p>
<h3>Multiplayer</h3>
<p>The game features a competitive multiplayer mode, which pits eight players against each other on any track available in the game. The multiplayer lobbies are fully customizable, which allows for creating both realistic races like an actual 24 hour Le Mans marathon on Circuit de la Sarthe or teaming up together for a fun drift session.</p>",92
Batman: Arkham Asylum,Xbox 360,#N/A,8.8,92,"August 25, 2009","In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]","<p>Batman: Arkham Asylum as an action-adventure game developed by Rocksteady Studios. It is the first installment in the Batman: Arkham series which is based on Batman comic series.</p>
<p>Batman successfully captures Joker and transports him to the Arkham Asylum on the Arkham Island. Batman suspects Joker of surrendering intentionally hence why the hero decides to escort Joker personally. Joker breaks away from the security frees all the inmates and captures the asylum. Batman sets out to restore order in Arkham Asylum.</p>
<p>Played from a third-person perspective, the gameplay of Batman: Arkham Asylum can be divided into three types: world exploration, stealth and beat &#39;em up. Batman explores the asylum while solving puzzles and using his wide range of gadgets. If Batman is spotted, the game turns into a beat &#39;em up featuring fast hand-to-hand combat. Batman himself does not use any weapons due to his moral choices while the enemies grow stronger and begin using different weaponry as the game progresses.</p>
<p>In some cases, while confronting a group of enemies, it is suggested that Batman&#39;s actions should not be spotted and the game turns into a stealth action.</p>",91
Super Mario Galaxy 2,Wii,0,9.1,97,"May 23, 2010","Super Mario Galaxy 2, the sequel to the galaxy-hopping original game, includes the gravity-defying, physics-based exploration from the first game, but is loaded with entirely new galaxies and features to challenge players. On some stages, Mario can pair up with his dinosaur buddy Yoshi and use his tongue to grab items and spit them back at enemies. Players can also have fun with new items such as a drill that lets our hero tunnel through solid rock. [Nintendo]","<p>Mario is invited to Princess Peach&#39;s castle, and on his way notices a<br />
strange light in the grass. As he peers cautiously through the reeds, he<br />
sees a small, lost Luma. With the baby Luma tucked safely under his cap,<br />
Mario rushes on to the castle. But when he gets there, something<br />
unexpected is waiting for him...</p>
<p>Collect stars as Mario travels from galaxy to galaxy, working through<br />
various levels—sometimes upside-down, sometimes floating from place to<br />
place. Mario can also team up with his dinosaur buddy Yoshi, who adds a<br />
number of possibilities to the gravity-defying gameplay. Power-ups for<br />
Mario and Yoshi will give them new abilities to help platform to<br />
unreachable areas, or defeat strong enemies. Skilled players will want<br />
to collect Comet Metals to unlock harder levels with even more<br />
challenges. Play solo or partner up with a friend or family member as<br />
you prepare for liftoff and discovery!</p>
<p>Please note that this game does not include Miiverse support.</p>
<p>The following controllers are required to play this game: Wii Remote +<br />
Nunchuck.</p>",97
Mass Effect 2,Xbox 360,#N/A,8.9,96,"January 26, 2010","The Mass Effect trilogy is a science fiction adventure set in a vast universe filled with dangerous alien life forms and mysterious uncharted planets. In this dark second chapter, Saren’s evil army of Geth soldiers has just been defeated, and humans, who are still struggling to make their mark on the galactic stage, are now faced with an even greater peril. [BioWare]","<p>Mass Effect II is a sequel to Mass Effect one, following the story of Captain Shepard in his or her journey in saving the Galaxy from Reapers. Just after the fight against Saren, Shepard dies and drifts in open space. Being collected by Cerberus and the lead man, The Illusive Man, Shepard has to investigate attacks on human colonies around the Milky Way, and discover that now the Reapers using some new insectoid called the Collectors. </p>
<p>You can choose from different classes to play, for example, a Soldier, Adept or Vanguard. A cover system is the main mechanic in the fight, as you have to think about fighting your enemy strategically. Your talents have a global CDR, so choose wisely. With one little addition, now your weapon has a loaded magazine of bullets, and you can run out of ammo if not using your weapon properly. </p>
<p>BioWare sticks to the tradition of dialogue and reputation system, as your actions still affect your position in the world. If you act like a hero and help everyone you meet, people will like you and your reputation will be Paragon. Do the exact opposite and a Renegade. Whom will you be?</p>",94
Red Dead Redemption,PlayStation 3,PS3,8.9,95,"May 18, 2010","Developed by Rockstar San Diego, as a follow up to the 2004 hit game Red Dead Revolver, Red Dead Redemption is a Western epic, set at the turn of the 20th century when the lawless and chaotic badlands began to give way to the expanding reach of government and the spread of the Industrial Age.  The story of former outlaw, John Marston, Red Dead Redemption takes players on a great adventure across the American frontier. Utilizing Rockstar's proprietary Rockstar Advanced Game Engine (RAGE), Red Dead Redemption features an open-world environment for players to explore, including frontier towns, rolling prairies teeming with wildlife, and perilous mountain passes - each packed with an endless flow of varied distractions. Along the way, players experience the heat of gunfights and battles, meet a host of unique characters, struggle against the harshness of one of the world’s last remaining wildernesses, and ultimately pick their own precarious path through an epic story about the death of the Wild West and the gunslingers that inhabited it. [Rockstar Games]","<p>Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth century. This is the second title of a franchise, being preceded by Red Dead Revolver and followed by Red Dead Redemption 2 coming out in late 2018. <br />
We play as John Marston who gradually takes down and take out criminals and those, who crosses his path. Among the combat mechanics, the most interesting one is &quot;Dead Eye&quot; — it allows one to point multiple targets out in slow motion and then shoot them simultaneously. <br />
The game features 16-players multiplayer and cooperative and also has zombie DLC — Undead Nightmare. Additional content adds two modes to the original game: undead overrun in which you have to survive an infinite amount of zombie waves, and Land Grab in which player has to defend the particular piece of land to gain control of it.</p>",95
